[2016-04-08 10:26:33] test_AdvertisingTheme.py [Test Case:test_AdvertisingTheme] [line:33]INFO:~~~广告主题模块测试~~~
[2016-04-08 10:27:39] test_AdvertisingTheme.py [Test Case:tearDown] [line:380]INFO:该条用例执行完毕！！！
[2016-04-08 10:27:50] test_AdvertisingTheme.py [Test Case:to_AdvertisingTheme] [line:59]INFO:等待页面刷新···
[2016-04-08 10:27:51] test_AdvertisingTheme.py [Test Case:to_AdvertisingTheme] [line:62]INFO:刷新完成！！！
[2016-04-08 10:27:57] test_AdvertisingTheme.py [Test Case:clickButton] [line:135]INFO:保存成功！
[2016-04-08 10:27:57] test_AdvertisingTheme.py [Test Case:tearDown] [line:380]INFO:该条用例执行完毕！！！
[2016-04-08 10:28:06] test_AdvertisingTheme.py [Test Case:to_AdvertisingTheme] [line:59]INFO:等待页面刷新···
[2016-04-08 10:28:08] test_AdvertisingTheme.py [Test Case:to_AdvertisingTheme] [line:62]INFO:刷新完成！！！
[2016-04-08 10:28:14] test_AdvertisingTheme.py [Test Case:clickButton] [line:135]INFO:保存成功！
[2016-04-08 10:28:14] test_AdvertisingTheme.py [Test Case:tearDown] [line:380]INFO:该条用例执行完毕！！！
[2016-04-08 10:28:24] test_BOMManage.py [Test Case:to_BOMManager] [line:58]INFO:等待页面刷新···
[2016-04-08 10:28:30] test_BOMManage.py [Test Case:to_BOMManager] [line:61]INFO:刷新完成！！！
[2016-04-08 10:29:00] test_BOMManage.py [Test Case:clickButton] [line:136]INFO:保存成功！
[2016-04-08 10:29:00] test_BOMManage.py [Test Case:tearDown] [line:334]INFO:该条用例执行完毕！！！
[2016-04-08 10:29:09] test_BOMManage.py [Test Case:to_BOMManager] [line:58]INFO:等待页面刷新···
[2016-04-08 10:29:14] test_BOMManage.py [Test Case:to_BOMManager] [line:61]INFO:刷新完成！！！
[2016-04-08 10:29:20] test_BOMManage.py [Test Case:tearDown] [line:334]INFO:该条用例执行完毕！！！
[2016-04-08 10:29:30] test_BOMManage.py [Test Case:to_BOMManager] [line:58]INFO:等待页面刷新···
[2016-04-08 10:29:36] test_BOMManage.py [Test Case:to_BOMManager] [line:61]INFO:刷新完成！！！
[2016-04-08 10:29:49] test_BOMManage.py [Test Case:tearDown] [line:334]INFO:该条用例执行完毕！！！
[2016-04-08 10:29:58] test_BOMManage.py [Test Case:to_BOMManager] [line:58]INFO:等待页面刷新···
[2016-04-08 10:30:04] test_BOMManage.py [Test Case:to_BOMManager] [line:61]INFO:刷新完成！！！
[2016-04-08 10:30:48] test_BOMManage.py [Test Case:tearDown] [line:334]INFO:该条用例执行完毕！！！
[2016-04-08 10:30:58] test_BOMManage.py [Test Case:to_BOMManager] [line:58]INFO:等待页面刷新···
[2016-04-08 10:31:03] test_BOMManage.py [Test Case:to_BOMManager] [line:61]INFO:刷新完成！！！
[2016-04-08 10:31:27] test_BOMManage.py [Test Case:clickButton] [line:136]INFO:保存成功！
[2016-04-08 10:31:27] test_BOMManage.py [Test Case:tearDown] [line:334]INFO:该条用例执行完毕！！！
[2016-04-08 10:31:36] test_BOMManage.py [Test Case:to_BOMManager] [line:58]INFO:等待页面刷新···
[2016-04-08 10:31:41] test_BOMManage.py [Test Case:to_BOMManager] [line:61]INFO:刷新完成！！！
[2016-04-08 10:31:45] test_BOMManage.py [Test Case:clickButton] [line:108]INFO:删除成功
[2016-04-08 10:31:45] test_BOMManage.py [Test Case:tearDown] [line:334]INFO:该条用例执行完毕！！！
[2016-04-08 10:31:50] test_ColorGroup.py [Test Case:test_0add_ColorGroup] [line:143]INFO:开始执行测试...
[2016-04-08 10:31:54] test_ColorGroup.py [Test Case:to_ColorGroup] [line:52]INFO:等待页面刷新···
[2016-04-08 10:31:55] test_ColorGroup.py [Test Case:to_ColorGroup] [line:55]INFO:刷新完成！！！
[2016-04-08 10:32:00] test_ColorGroup.py [Test Case:clickButton] [line:127]INFO:保存成功！
[2016-04-08 10:32:00] test_ColorGroup.py [Test Case:tearDown] [line:313]INFO:该条用例执行完毕！！！
[2016-04-08 10:32:09] test_ColorGroup.py [Test Case:to_ColorGroup] [line:52]INFO:等待页面刷新···
[2016-04-08 10:32:10] test_ColorGroup.py [Test Case:to_ColorGroup] [line:55]INFO:刷新完成！！！
[2016-04-08 10:32:13] test_ColorGroup.py [Test Case:tearDown] [line:313]INFO:该条用例执行完毕！！！
[2016-04-08 10:32:18] test_ColorGroup.py [Test Case:test_2search_ByCGroupName] [line:219]INFO:开始执行测试...
[2016-04-08 10:32:22] test_ColorGroup.py [Test Case:to_ColorGroup] [line:52]INFO:等待页面刷新···
[2016-04-08 10:32:23] test_ColorGroup.py [Test Case:to_ColorGroup] [line:55]INFO:刷新完成！！！
[2016-04-08 10:32:26] test_ColorGroup.py [Test Case:tearDown] [line:313]INFO:该条用例执行完毕！！！
[2016-04-08 10:32:30] test_ColorGroup.py [Test Case:test_3modify_ColorGroup] [line:244]INFO:开始执行测试...
[2016-04-08 10:32:36] test_ColorGroup.py [Test Case:to_ColorGroup] [line:52]INFO:等待页面刷新···
[2016-04-08 10:32:36] test_ColorGroup.py [Test Case:to_ColorGroup] [line:55]INFO:刷新完成！！！
[2016-04-08 10:32:46] test_ColorGroup.py [Test Case:clickButton] [line:127]INFO:保存成功！
[2016-04-08 10:32:46] test_ColorGroup.py [Test Case:tearDown] [line:313]INFO:该条用例执行完毕！！！
[2016-04-08 10:32:50] test_ColorGroup.py [Test Case:test_4import_ColorGroup] [line:282]INFO:开始执行测试...
[2016-04-08 10:32:56] test_ColorGroup.py [Test Case:to_ColorGroup] [line:52]INFO:等待页面刷新···
[2016-04-08 10:32:56] test_ColorGroup.py [Test Case:to_ColorGroup] [line:55]INFO:刷新完成！！！
[2016-04-08 10:32:58] test_ColorGroup.py [Test Case:tearDown] [line:313]INFO:该条用例执行完毕！！！
[2016-04-08 10:33:07] test_ColorGroup.py [Test Case:to_ColorGroup] [line:52]INFO:等待页面刷新···
[2016-04-08 10:33:08] test_ColorGroup.py [Test Case:to_ColorGroup] [line:55]INFO:刷新完成！！！
[2016-04-08 10:33:15] test_ColorGroup.py [Test Case:clickButton] [line:101]INFO:删除成功
[2016-04-08 10:33:15] test_ColorGroup.py [Test Case:tearDown] [line:313]INFO:该条用例执行完毕！！！
[2016-04-08 10:33:25] test_ColorSetting.py [Test Case:to_ColorSetting] [line:55]INFO:等待页面刷新···
[2016-04-08 10:33:26] test_ColorSetting.py [Test Case:to_ColorSetting] [line:58]INFO:刷新完成！！！
[2016-04-08 10:33:31] test_ColorSetting.py [Test Case:tearDown] [line:414]INFO:该条用例执行完毕！！！
[2016-04-08 10:33:41] test_ColorSetting.py [Test Case:to_ColorSetting] [line:55]INFO:等待页面刷新···
[2016-04-08 10:33:41] test_ColorSetting.py [Test Case:to_ColorSetting] [line:58]INFO:刷新完成！！！
[2016-04-08 10:33:42] test_ColorSetting.py [Test Case:test_1search_ByColorCode] [line:213]INFO:等待页面刷新···
[2016-04-08 10:33:42] test_ColorSetting.py [Test Case:test_1search_ByColorCode] [line:216]INFO:刷新完成！！！
[2016-04-08 10:33:51] test_ColorSetting.py [Test Case:tearDown] [line:414]INFO:该条用例执行完毕！！！
[2016-04-08 10:34:00] test_ColorSetting.py [Test Case:to_ColorSetting] [line:55]INFO:等待页面刷新···
[2016-04-08 10:34:01] test_ColorSetting.py [Test Case:to_ColorSetting] [line:58]INFO:刷新完成！！！
[2016-04-08 10:34:05] test_ColorSetting.py [Test Case:tearDown] [line:414]INFO:该条用例执行完毕！！！
[2016-04-08 10:34:14] test_ColorSetting.py [Test Case:to_ColorSetting] [line:55]INFO:等待页面刷新···
[2016-04-08 10:34:15] test_ColorSetting.py [Test Case:to_ColorSetting] [line:58]INFO:刷新完成！！！
[2016-04-08 10:34:19] test_ColorSetting.py [Test Case:tearDown] [line:414]INFO:该条用例执行完毕！！！
[2016-04-08 10:34:28] test_ColorSetting.py [Test Case:to_ColorSetting] [line:55]INFO:等待页面刷新···
[2016-04-08 10:34:29] test_ColorSetting.py [Test Case:to_ColorSetting] [line:58]INFO:刷新完成！！！
[2016-04-08 10:34:38] test_ColorSetting.py [Test Case:tearDown] [line:414]INFO:该条用例执行完毕！！！
[2016-04-08 10:34:48] test_ColorSetting.py [Test Case:to_ColorSetting] [line:55]INFO:等待页面刷新···
[2016-04-08 10:34:49] test_ColorSetting.py [Test Case:to_ColorSetting] [line:58]INFO:刷新完成！！！
[2016-04-08 10:34:55] test_ColorSetting.py [Test Case:tearDown] [line:414]INFO:该条用例执行完毕！！！
[2016-04-08 10:34:59] test_CommodityFile.py [Test Case:test_0add_File] [line:150]INFO:开始执行用例...
[2016-04-08 10:35:04] test_CommodityFile.py [Test Case:to_CommodityFile] [line:50]INFO:等待页面刷新···
[2016-04-08 10:35:06] test_CommodityFile.py [Test Case:to_CommodityFile] [line:52]INFO:刷新完成！！！
[2016-04-08 10:35:18] test_CommodityFile.py [Test Case:tearDown] [line:428]INFO:该条用例执行完毕！！！
[2016-04-08 10:35:23] test_CommodityFile.py [Test Case:test_1search_ByCode] [line:222]INFO:开始执行用例...
[2016-04-08 10:35:27] test_CommodityFile.py [Test Case:to_CommodityFile] [line:50]INFO:等待页面刷新···
[2016-04-08 10:35:30] test_CommodityFile.py [Test Case:to_CommodityFile] [line:52]INFO:刷新完成！！！
[2016-04-08 10:35:33] test_CommodityFile.py [Test Case:searchbycode] [line:215]INFO:等待页面刷新···
[2016-04-08 10:35:33] test_CommodityFile.py [Test Case:searchbycode] [line:217]INFO:刷新完成！！！
[2016-04-08 10:35:33] test_CommodityFile.py [Test Case:tearDown] [line:428]INFO:该条用例执行完毕！！！
[2016-04-08 10:35:38] test_CommodityFile.py [Test Case:test_2search_ByName] [line:248]INFO:开始执行用例...
[2016-04-08 10:35:43] test_CommodityFile.py [Test Case:to_CommodityFile] [line:50]INFO:等待页面刷新···
[2016-04-08 10:35:45] test_CommodityFile.py [Test Case:to_CommodityFile] [line:52]INFO:刷新完成！！！
[2016-04-08 10:35:47] test_CommodityFile.py [Test Case:test_2search_ByName] [line:264]INFO:等待页面刷新···
[2016-04-08 10:35:47] test_CommodityFile.py [Test Case:test_2search_ByName] [line:266]INFO:刷新完成！！！
[2016-04-08 10:35:48] test_CommodityFile.py [Test Case:tearDown] [line:428]INFO:该条用例执行完毕！！！
[2016-04-08 10:35:53] test_CommodityFile.py [Test Case:test_3search_BySort] [line:278]INFO:开始执行用例...
[2016-04-08 10:35:58] test_CommodityFile.py [Test Case:to_CommodityFile] [line:50]INFO:等待页面刷新···
[2016-04-08 10:36:00] test_CommodityFile.py [Test Case:to_CommodityFile] [line:52]INFO:刷新完成！！！
[2016-04-08 10:36:05] test_CommodityFile.py [Test Case:test_3search_BySort] [line:295]INFO:等待页面刷新···
[2016-04-08 10:36:05] test_CommodityFile.py [Test Case:test_3search_BySort] [line:297]INFO:刷新完成！！！
[2016-04-08 10:36:06] test_CommodityFile.py [Test Case:tearDown] [line:428]INFO:该条用例执行完毕！！！
[2016-04-08 10:36:11] test_CommodityFile.py [Test Case:test_4view_Com] [line:311]INFO:开始执行用例...
[2016-04-08 10:36:17] test_CommodityFile.py [Test Case:to_CommodityFile] [line:50]INFO:等待页面刷新···
[2016-04-08 10:36:19] test_CommodityFile.py [Test Case:to_CommodityFile] [line:52]INFO:刷新完成！！！
[2016-04-08 10:36:21] test_CommodityFile.py [Test Case:test_4view_Com] [line:327]INFO:等待页面刷新···
[2016-04-08 10:36:21] test_CommodityFile.py [Test Case:test_4view_Com] [line:329]INFO:刷新完成！！！
[2016-04-08 10:36:23] test_CommodityFile.py [Test Case:tearDown] [line:428]INFO:该条用例执行完毕！！！
[2016-04-08 10:36:28] test_CommodityFile.py [Test Case:test_5modify_Com] [line:347]INFO:开始执行用例...
[2016-04-08 10:36:32] test_CommodityFile.py [Test Case:to_CommodityFile] [line:50]INFO:等待页面刷新···
[2016-04-08 10:36:35] test_CommodityFile.py [Test Case:to_CommodityFile] [line:52]INFO:刷新完成！！！
[2016-04-08 10:36:37] test_CommodityFile.py [Test Case:searchbycode] [line:215]INFO:等待页面刷新···
[2016-04-08 10:36:38] test_CommodityFile.py [Test Case:searchbycode] [line:217]INFO:刷新完成！！！
[2016-04-08 10:36:44] test_CommodityFile.py [Test Case:searchbycode] [line:215]INFO:等待页面刷新···
[2016-04-08 10:36:44] test_CommodityFile.py [Test Case:searchbycode] [line:217]INFO:刷新完成！！！
[2016-04-08 10:36:44] test_CommodityFile.py [Test Case:tearDown] [line:428]INFO:该条用例执行完毕！！！
[2016-04-08 10:36:48] test_CommodityFile.py [Test Case:test_6modify_ComStatus] [line:387]INFO:开始执行用例...
[2016-04-08 10:36:53] test_CommodityFile.py [Test Case:to_CommodityFile] [line:50]INFO:等待页面刷新···
[2016-04-08 10:36:55] test_CommodityFile.py [Test Case:to_CommodityFile] [line:52]INFO:刷新完成！！！
[2016-04-08 10:36:58] test_CommodityFile.py [Test Case:searchbycode] [line:215]INFO:等待页面刷新···
[2016-04-08 10:36:58] test_CommodityFile.py [Test Case:searchbycode] [line:217]INFO:刷新完成！！！
[2016-04-08 10:37:04] test_CommodityFile.py [Test Case:tearDown] [line:428]INFO:该条用例执行完毕！！！
[2016-04-08 10:37:08] test_CommoditySort.py [Test Case:test_0add_Sort] [line:130]INFO:开始执行用例...
[2016-04-08 10:37:13] test_CommoditySort.py [Test Case:to_CommoditySort] [line:54]INFO:等待页面刷新···
[2016-04-08 10:37:15] test_CommoditySort.py [Test Case:to_CommoditySort] [line:56]INFO:刷新完成！！！
[2016-04-08 10:37:19] test_CommoditySort.py [Test Case:tearDown] [line:320]INFO:该条用例执行完毕
[2016-04-08 10:37:24] test_CommoditySort.py [Test Case:test_1search_BySortCode] [line:184]INFO:开始执行用例...
[2016-04-08 10:37:28] test_CommoditySort.py [Test Case:to_CommoditySort] [line:54]INFO:等待页面刷新···
[2016-04-08 10:37:30] test_CommoditySort.py [Test Case:to_CommoditySort] [line:56]INFO:刷新完成！！！
[2016-04-08 10:37:34] test_CommoditySort.py [Test Case:searchbycode] [line:172]INFO:等待页面刷新···
[2016-04-08 10:37:34] test_CommoditySort.py [Test Case:searchbycode] [line:174]INFO:刷新完成！！！
[2016-04-08 10:37:35] test_CommoditySort.py [Test Case:tearDown] [line:320]INFO:该条用例执行完毕
[2016-04-08 10:37:39] test_CommoditySort.py [Test Case:test_2search_BySortName] [line:199]INFO:开始执行用例...
[2016-04-08 10:37:44] test_CommoditySort.py [Test Case:to_CommoditySort] [line:54]INFO:等待页面刷新···
[2016-04-08 10:37:46] test_CommoditySort.py [Test Case:to_CommoditySort] [line:56]INFO:刷新完成！！！
[2016-04-08 10:37:50] test_CommoditySort.py [Test Case:test_2search_BySortName] [line:218]INFO:等待页面刷新···
[2016-04-08 10:37:50] test_CommoditySort.py [Test Case:test_2search_BySortName] [line:220]INFO:刷新完成！！！
[2016-04-08 10:37:51] test_CommoditySort.py [Test Case:tearDown] [line:320]INFO:该条用例执行完毕
[2016-04-08 10:37:55] test_CommoditySort.py [Test Case:test_3search_BySortInfo] [line:231]INFO:开始执行用例...
[2016-04-08 10:38:00] test_CommoditySort.py [Test Case:to_CommoditySort] [line:54]INFO:等待页面刷新···
[2016-04-08 10:38:03] test_CommoditySort.py [Test Case:to_CommoditySort] [line:56]INFO:刷新完成！！！
[2016-04-08 10:38:07] test_CommoditySort.py [Test Case:test_3search_BySortInfo] [line:246]INFO:等待页面刷新···
[2016-04-08 10:38:07] test_CommoditySort.py [Test Case:test_3search_BySortInfo] [line:248]INFO:刷新完成！！！
[2016-04-08 10:38:07] test_CommoditySort.py [Test Case:tearDown] [line:320]INFO:该条用例执行完毕
[2016-04-08 10:38:12] test_CommoditySort.py [Test Case:test_4modify_Sort] [line:260]INFO:开始执行用例...
[2016-04-08 10:38:17] test_CommoditySort.py [Test Case:to_CommoditySort] [line:54]INFO:等待页面刷新···
[2016-04-08 10:38:19] test_CommoditySort.py [Test Case:to_CommoditySort] [line:56]INFO:刷新完成！！！
[2016-04-08 10:38:23] test_CommoditySort.py [Test Case:searchbycode] [line:172]INFO:等待页面刷新···
[2016-04-08 10:38:23] test_CommoditySort.py [Test Case:searchbycode] [line:174]INFO:刷新完成！！！
[2016-04-08 10:38:30] test_CommoditySort.py [Test Case:searchbycode] [line:172]INFO:等待页面刷新···
[2016-04-08 10:38:30] test_CommoditySort.py [Test Case:searchbycode] [line:174]INFO:刷新完成！！！
[2016-04-08 10:38:31] test_CommoditySort.py [Test Case:tearDown] [line:320]INFO:该条用例执行完毕
[2016-04-08 10:38:36] test_CommoditySort.py [Test Case:test_5delete_Sort] [line:299]INFO:开始执行用例...
[2016-04-08 10:38:41] test_CommoditySort.py [Test Case:to_CommoditySort] [line:54]INFO:等待页面刷新···
[2016-04-08 10:38:43] test_CommoditySort.py [Test Case:to_CommoditySort] [line:56]INFO:刷新完成！！！
[2016-04-08 10:38:48] test_CommoditySort.py [Test Case:searchbycode] [line:172]INFO:等待页面刷新···
[2016-04-08 10:38:48] test_CommoditySort.py [Test Case:searchbycode] [line:174]INFO:刷新完成！！！
[2016-04-08 10:38:51] test_CommoditySort.py [Test Case:tearDown] [line:320]INFO:该条用例执行完毕
[2016-04-08 10:39:00] test_MeasureItem.py [Test Case:to_MeasureItem] [line:54]INFO:等待页面刷新···
[2016-04-08 10:39:01] test_MeasureItem.py [Test Case:to_MeasureItem] [line:57]INFO:刷新完成！！！
[2016-04-08 10:39:06] test_MeasureItem.py [Test Case:clickButton] [line:120]INFO:保存成功！
[2016-04-08 10:39:06] test_MeasureItem.py [Test Case:tearDown] [line:291]INFO:该条用例执行完毕！！！
[2016-04-08 10:39:15] test_MeasureItem.py [Test Case:to_MeasureItem] [line:54]INFO:等待页面刷新···
[2016-04-08 10:39:16] test_MeasureItem.py [Test Case:to_MeasureItem] [line:57]INFO:刷新完成！！！
[2016-04-08 10:39:20] test_MeasureItem.py [Test Case:tearDown] [line:291]INFO:该条用例执行完毕！！！
[2016-04-08 10:39:29] test_MeasureItem.py [Test Case:to_MeasureItem] [line:54]INFO:等待页面刷新···
[2016-04-08 10:39:30] test_MeasureItem.py [Test Case:to_MeasureItem] [line:57]INFO:刷新完成！！！
[2016-04-08 10:39:33] test_MeasureItem.py [Test Case:tearDown] [line:291]INFO:该条用例执行完毕！！！
[2016-04-08 10:39:42] test_MeasureItem.py [Test Case:to_MeasureItem] [line:54]INFO:等待页面刷新···
[2016-04-08 10:39:42] test_MeasureItem.py [Test Case:to_MeasureItem] [line:57]INFO:刷新完成！！！
[2016-04-08 10:39:45] test_MeasureItem.py [Test Case:tearDown] [line:291]INFO:该条用例执行完毕！！！
[2016-04-08 10:39:53] test_MeasureItem.py [Test Case:to_MeasureItem] [line:54]INFO:等待页面刷新···
[2016-04-08 10:39:54] test_MeasureItem.py [Test Case:to_MeasureItem] [line:57]INFO:刷新完成！！！
[2016-04-08 10:40:00] test_MeasureItem.py [Test Case:clickButton] [line:120]INFO:保存成功！
[2016-04-08 10:40:03] test_MeasureItem.py [Test Case:tearDown] [line:291]INFO:该条用例执行完毕！！！
[2016-04-08 10:40:12] test_MeasureItem.py [Test Case:to_MeasureItem] [line:54]INFO:等待页面刷新···
[2016-04-08 10:40:13] test_MeasureItem.py [Test Case:to_MeasureItem] [line:57]INFO:刷新完成！！！
[2016-04-08 10:40:20] test_MeasureItem.py [Test Case:clickButton] [line:98]INFO:删除成功
[2016-04-08 10:40:20] test_MeasureItem.py [Test Case:tearDown] [line:291]INFO:该条用例执行完毕！！！
[2016-04-08 10:40:29] test_SizeSetting.py [Test Case:to_SizeSetting] [line:54]INFO:等待页面刷新···
[2016-04-08 10:40:30] test_SizeSetting.py [Test Case:to_SizeSetting] [line:57]INFO:刷新完成！！！
[2016-04-08 10:40:35] test_SizeSetting.py [Test Case:tearDown] [line:295]INFO:该条用例执行完毕！！！
[2016-04-08 10:40:39] test_SizeSetting.py [Test Case:test_1search_BySizeCode] [line:183]INFO:开始执行用例...
[2016-04-08 10:40:44] test_SizeSetting.py [Test Case:to_SizeSetting] [line:54]INFO:等待页面刷新···
[2016-04-08 10:40:45] test_SizeSetting.py [Test Case:to_SizeSetting] [line:57]INFO:刷新完成！！！
[2016-04-08 10:40:48] test_SizeSetting.py [Test Case:tearDown] [line:295]INFO:该条用例执行完毕！！！
[2016-04-08 10:40:53] test_SizeSetting.py [Test Case:test_2search_BySizeName] [line:198]INFO:开始执行用例...
[2016-04-08 10:40:58] test_SizeSetting.py [Test Case:to_SizeSetting] [line:54]INFO:等待页面刷新···
[2016-04-08 10:40:59] test_SizeSetting.py [Test Case:to_SizeSetting] [line:57]INFO:刷新完成！！！
[2016-04-08 10:41:02] test_SizeSetting.py [Test Case:tearDown] [line:295]INFO:该条用例执行完毕！！！
[2016-04-08 10:41:07] test_SizeSetting.py [Test Case:test_3modify_Size] [line:223]INFO:开始执行用例...
[2016-04-08 10:41:12] test_SizeSetting.py [Test Case:to_SizeSetting] [line:54]INFO:等待页面刷新···
[2016-04-08 10:41:12] test_SizeSetting.py [Test Case:to_SizeSetting] [line:57]INFO:刷新完成！！！
[2016-04-08 10:41:17] test_SizeSetting.py [Test Case:test_3modify_Size] [line:238]INFO:等待页面刷新···
[2016-04-08 10:41:17] test_SizeSetting.py [Test Case:test_3modify_Size] [line:241]INFO:刷新完成！！！
[2016-04-08 10:41:20] test_SizeSetting.py [Test Case:tearDown] [line:295]INFO:该条用例执行完毕！！！
[2016-04-08 10:41:24] test_SizeSetting.py [Test Case:test_4delete_Size] [line:269]INFO:开始执行用例...
[2016-04-08 10:41:29] test_SizeSetting.py [Test Case:to_SizeSetting] [line:54]INFO:等待页面刷新···
[2016-04-08 10:41:30] test_SizeSetting.py [Test Case:to_SizeSetting] [line:57]INFO:刷新完成！！！
[2016-04-08 10:41:33] test_SizeSetting.py [Test Case:test_4delete_Size] [line:280]INFO:等待页面刷新···
[2016-04-08 10:41:33] test_SizeSetting.py [Test Case:test_4delete_Size] [line:282]INFO:刷新完成！！！
[2016-04-08 10:41:37] test_SizeSetting.py [Test Case:tearDown] [line:295]INFO:该条用例执行完毕！！！
[2016-04-08 10:41:46] test_SKUSet.py [Test Case:to_SKUset] [line:52]INFO:等待页面刷新···
[2016-04-08 10:41:49] test_SKUSet.py [Test Case:to_SKUset] [line:55]INFO:刷新完成！！！
[2016-04-08 10:42:00] test_SKUSet.py [Test Case:tearDown] [line:305]INFO:该条用例执行完毕！！！
[2016-04-08 10:42:09] test_SKUSet.py [Test Case:to_SKUset] [line:52]INFO:等待页面刷新···
[2016-04-08 10:42:12] test_SKUSet.py [Test Case:to_SKUset] [line:55]INFO:刷新完成！！！
[2016-04-08 10:42:16] test_SKUSet.py [Test Case:tearDown] [line:305]INFO:该条用例执行完毕！！！
[2016-04-08 10:42:25] test_SKUSet.py [Test Case:to_SKUset] [line:52]INFO:等待页面刷新···
[2016-04-08 10:42:28] test_SKUSet.py [Test Case:to_SKUset] [line:55]INFO:刷新完成！！！
[2016-04-08 10:43:03] test_SKUSet.py [Test Case:tearDown] [line:305]INFO:该条用例执行完毕！！！
[2016-04-08 10:43:12] test_SKUSet.py [Test Case:to_SKUset] [line:52]INFO:等待页面刷新···
[2016-04-08 10:43:15] test_SKUSet.py [Test Case:to_SKUset] [line:55]INFO:刷新完成！！！
[2016-04-08 10:43:50] test_SKUSet.py [Test Case:tearDown] [line:305]INFO:该条用例执行完毕！！！
